#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-10-10T20:57:51 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-10-10T20:57:51	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=50
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=key:c=00 59 58.2, -33 41 08&pos:00 59 58.2, -33 41 08(   2 arcmin J2000)&HTTPPRM:&&-ref=VIZ652410db3355af&-out.max=50&-out.form=| -Separated-Values&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=dec&-meta.foot=1&-meta=1&-meta.ucd=2&-c=00 59 58.2, -33 41 08&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-usenav=5&-bmark=POST&
#-source=I/355
#-c=00 59 58.2, -33 41 08
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=50	
#INFO	-c=014.992500-33.685556,rm=2.	
#Constraint -bmark=POST

#RESOURCE=yCat_1355
#Name: I/355
#Title: Gaia DR3 Part 1. Main source (Gaia Collaboration, 2022)
#INFO	ivoid=ivo://cds.vizier/i/355	
#INFO	publisher=CDS	
#INFO	creator=Gaia collaboration	
#INFO	related_resource=bibcode:2022yCat.1355....0G	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/355	
#INFO	publication_id=doi:10.26093/cds/vizier.1355	
#INFO	publication_date=2023-08-08	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Coosys	H_2016.000:	ICRS
#Table	I_355_gaiadr3:
#Name: I/355/gaiadr3
#Title: Gaia DR3 source catalog (1811709771 sources)
#Column	_r	(F6.4)	Distance from center (014.99250000000-33.68555555556)[ICRS], at Epoch=J2016.0	[ucd=pos.angDistance]
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	RA_ICRS	(F15.11)	Right ascension (ICRS) at Ep=2016.0 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Declination (ICRS) at Ep=2016.0 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Source	(I19)	Unique source identifier (unique within a particular Data Release) (source_id)	[ucd=meta.id;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Plx	(F9.4)	? Parallax (parallax)	[ucd=pos.parallax.trig]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax.trig]
#Column	PM	(F9.3)	? Total proper motion (pm)	[ucd=pos.pm;pos.eq]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction, pmRA*cosDE (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	RUWE	(F7.3)	? Renormalised unit weight error (ruwe)	[ucd=stat.error]
#Column	FG	(F16.5)	? G-band mean flux (phot_g_mean_flux)	[ucd=phot.flux;em.opt]
#Column	e_FG	(E11.4)	? Error on G-band mean flux (phot_g_mean_flux_error)	[ucd=stat.error;phot.flux;em.opt]
#Column	Gmag	(F9.6)	? G-band mean magnitude (phot_g_mean_mag)	[ucd=phot.mag;em.opt]
#Column	FBP	(E11.4)	? Integrated BP mean flux (phot_bp_mean_flux)	[ucd=phot.flux;em.opt.B]
#Column	e_FBP	(E11.4)	? Error on the integrated BP mean flux (phot_bp_mean_flux_error)	[ucd=stat.error;phot.flux;em.opt.B]
#Column	BPmag	(F9.6)	? Integrated BP mean magnitude (phot_bp_mean_mag)	[ucd=phot.mag;em.opt.B]
#Column	FRP	(E11.4)	? Integrated RP mean flux (phot_rp_mean_flux)	[ucd=phot.flux;em.opt.R]
#Column	e_FRP	(E11.4)	? Error on the integrated RP mean flux (phot_rp_mean_flux_error)	[ucd=stat.error;phot.flux;em.opt.R]
#Column	RPmag	(F9.6)	? Integrated RP mean magnitude (phot_rp_mean_mag)	[ucd=phot.mag;em.opt.R]
#Column	BP-RP	(F9.6)	? BP-RP colour (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F7.2)	? Radial velocity (radial_velocity)	[ucd=spect.dopplerVeloc.opt;em.opt.I]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error)	[ucd=stat.error;spect.dopplerVeloc.opt;em.opt.I]
#Column	Vbroad	(F8.4)	? Spectral line broadening parameter	[ucd=spect.dopplerVeloc.opt;em.opt.I]
#Column	GRVSmag	(F9.6)	? Integrated Grvs magnitude (grvs_mag)	[ucd=phot.mag;em.opt]
#Column	QSO	(I1)	[0/1] Flag indicating the availability of additional information in the QSO candidates table (in_qso_candidates)	[ucd=meta.code.status]
#Column	Gal	(I1)	[0/1] Flag indicating the availability of additional information in the galaxy candidates table (in_galaxy_candidates)	[ucd=meta.code.status]
#Column	NSS	(I1)	[0/7] Flag indicating the availability of additional information in the various Non-Single Star tables (non_single_star)	[ucd=meta.code.status]
#Column	XPcont	(I1)	[0/1] Flag indicating the availability of mean BP/RP spectrum in continuous representation for this source (has_xp_continuous)	[ucd=meta.code.status]
#Column	XPsamp	(I1)	[0/1] Flag indicating the availability of mean BP/RP spectrum in sampled form for this source (has_xp_sampled)	[ucd=meta.code.status]
#Column	RVS	(I1)	[0/1] Flag indicating the availability of mean RVS spectrum for this source (has_rvs)	[ucd=meta.code.status]
#Column	EpochPh	(I1)	[0/1] Flag indicating the availability of epoch photometry for this source (has_epoch_photometry)	[ucd=meta.code.status]
#Column	EpochRV	(I1)	[0/1] Flag indicating the availability of epoch radial velocity for this source (has_epoch_rv)	[ucd=meta.code.status]
#Column	MCMCGSP	(I1)	[0/1] Flag indicating the availability of GSP-Phot MCMC samples for this source (has_mcmc_gspphot)	[ucd=meta.code.status]
#Column	MCMCMSC	(I1)	[0/1] Flag indicating the availability of MSC MCMC samples for this source (has_mcmc_msc)	[ucd=meta.code.status]
#Column	And	(I1)	[0/1] Flag indicating that the source is present in the Gaia Andromeda Photometric Survey (GAPS) (in_andromeda_survey)	[ucd=meta.code.status]
#Column	Teff	(F7.1)	? Effective temperature from GSP-Phot Aeneas best library using BP/RP spectra (teff_gspphot)	[ucd=phys.temperature.effective]
#Column	logg	(F7.4)	? Surface gravity from GSP-Phot Aeneas best library using BP/RP spectra (logg_gspphot)	[ucd=phys.gravity]
#Column	[Fe/H]	(F7.4)	? Iron abundance from GSP-Phot Aeneas best library using BP/RP spectra (mh_gspphot)	[ucd=phys.abund.Z]
#Column	Dist	(F10.4)	? Distance from GSP-Phot Aeneas best library using BP/RP spectra (distance_gspphot)	[ucd=pos.distance;pos.eq]
#Column	A0	(F7.4)	? Monochromatic extinction A_0 at 547.7nm from GSP-Phot Aeneas best library using BP/RP spectra (azero_gspphot)	[ucd=phys.absorption;em.opt]
#Column	HIP	(I6)	? HIP cross-id number, van Leeuwen, Cat. I/311 (hip_original_ext_source_id)	[ucd=meta.number;phys.atmol.number]
#Column	PS1	(I18)	? PS1 cross-id name, Chambers et al., Cat. II/349 (ps1_original_ext_source_id)	[ucd=meta.id.cross]
#Column	SDSS13	(I19)	? SDSS name, Albareti et al., 2017ApJS..233...25A (sdss13_ext_source_id)	[ucd=meta.id.cross]
#Column	SKYM2	(I9)	? SkyMapperDR2 cross-id name, Onken et al., 2019PASA...36...33O (skym2_original_ext_source_id)	[ucd=meta.id.cross]
#Column	TYC2	(a12)	Tycho-2 cross-id name, Hog et al., Cat. I/259 (tyc2_original_ext_source_id)	[ucd=meta.id.cross]
#Column	URAT1	(a15)	URAT1 name, Zacharias et al., Cat. I/329 (urat1_original_ext_source_id)	[ucd=meta.id.cross]
#Column	AllWISE	(a19)	ALLWISE cross-id name, Cutri et al., Cat. II/328 (allwise_original_ext_source_id)	[ucd=meta.id.cross]
#Column	APASS9	(I8)	? APASS9 identification, Henden et al., Cat. II/336 (apass9_original_ext_source_id)	[ucd=meta.id.cross]
#Column	GSC23	(a10)	GSC2.3 cross-id name, Lasker et al., Cat. I/305 (gsc23_original_ext_source_id)	[ucd=meta.id.cross]
#Column	RAVE5	(a16)	RAVE DR5 cross-id name, Kunder et al., Cat. III/279 (rave5_original_ext_source_id)	[ucd=meta.id.cross]
#Column	2MASS	(a17)	2MASS cross-id name, Cutri et al., Cat. II/246 (twomass_original_ext_source_id)	[ucd=meta.id.cross]
#Column	RAVE6	(a21)	RAVE DR6 cross-id name, Steinmetz et al., Cat. III/283 (rave6_original_ext_source_id)	[ucd=meta.id.cross]
#Column	RAJ2000	(F15.11)	Barycentric right ascension (ICRS) at Ep=2000.0 (added by CDS) (ra2000)	[ucd=pos.eq.ra]
#Column	DEJ2000	(F15.11)	Barycentric declination (ICRS) at Ep=2000.0 (added by CDS) (dec2000)	[ucd=pos.eq.dec]
_r|_RAJ2000|_DEJ2000|RA_ICRS|DE_ICRS|Source|e_RA_ICRS|e_DE_ICRS|Plx|e_Plx|PM|pmRA|e_pmRA|pmDE|e_pmDE|RUWE|FG|e_FG|Gmag|FBP|e_FBP|BPmag|FRP|e_FRP|RPmag|BP-RP|RV|e_RV|Vbroad|GRVSmag|QSO|Gal|NSS|XPcont|XPsamp|RVS|EpochPh|EpochRV|MCMCGSP|MCMCMSC|And|Teff|logg|[Fe/H]|Dist|A0|HIP|PS1|SDSS13|SKYM2|TYC2|URAT1|AllWISE|APASS9|GSC23|RAVE5|2MASS|RAVE6|RAJ2000|DEJ2000
arcmin|deg|deg|deg|deg| |mas|mas|mas|mas|mas/yr|mas/yr|mas/yr|mas/yr|mas/yr| |e-/s|e-/s|mag|e-/s|e-/s|mag|e-/s|e-/s|mag|mag|km/s|km/s|km/s|mag| | | | | | | | | | | |K|[cm/s2]|[-]|pc|mag| | | | | | | | | | | | |deg|deg
------|-----------------|-----------------|---------------|---------------|-------------------|-------|-------|---------|-------|---------|---------|------|---------|------|-------|----------------|-----------|---------|-----------|-----------|---------|-----------|-----------|---------|---------|-------|-----|--------|---------|-|-|-|-|-|-|-|-|-|-|-|-------|-------|-------|----------|-------|------|------------------|-------------------|---------|------------|---------------|-------------------|--------|----------|----------------|-----------------|---------------------|---------------|---------------
0.0170|014.9927575851416|-33.6857405352178|014.99275840770|-33.68574127744|5027219160810565888| 0.0684| 0.0307|   0.1129| 0.0838|    0.227|    0.154| 0.072|   -0.167| 0.049|  0.943|      2306.57440| 1.2454e+00|17.279947| 9.0835e+02| 5.2922e+00|17.942913| 2.0501e+03| 5.1193e+00|16.468460| 1.474453|       |     |        |         |0|0|0|1|0|0|0|0|1|1|0| 4930.7| 4.2655|-0.0836| 2166.8496| 0.8556|      | 67570149927907384|                   |  9959289|            |               |J005958.25-334108.6|        |S09V004803|                |00595827-3341087 |                     | 14.99275758289|-33.68574053639
0.0270|014.9930264380400|-33.6854499240200|014.99302643804|-33.68544992402|5027219160808109312| 8.5016| 2.9143|         |       |         |         |      |         |      |       |        76.31921| 9.5849e-01|20.980782|           |           |         |           |           |         |         |       |     |        |         |0|0|0|0|0|0|0|0|0|0|0|       |       |       |          |       |      |                  |                   |         |            |               |                   |        |S09V004803|                |                 |                     | 14.99302643804|-33.68544992402
0.1742|014.9931507118819|-33.6827019395266|014.99315317947|-33.68270295286|5027219156513948032| 0.2455| 0.1208|   0.6166| 0.3149|    0.515|    0.462| 0.328|   -0.228| 0.195|  0.978|       285.99279| 5.4576e-01|19.546478| 1.2764e+02| 3.6940e+00|20.073542| 2.1326e+02| 3.7951e+00|18.925636| 1.147905|       |     |        |         |0|0|0|0|0|0|0|0|0|0|0|       |       |       |          |       |      | 67580149931821029|                   |  9959290|            |               |                   |        |S09V004874|                |                 |                     | 14.99315071204|-33.68270193931
0.3056|014.9914710944078|-33.6805339460078|014.99147243499|-33.68053372823|5027219362672383488| 0.3731| 0.1824|  -0.0228| 0.4589|    0.256|    0.251| 0.447|    0.049| 0.290|  1.030|       176.55444| 5.0379e-01|20.070169| 1.2044e+02| 4.5120e+00|20.136658| 8.9644e+01| 3.7001e+00|19.866587| 0.270071|       |     |        |         |1|0|0|0|0|0|0|0|0|0|0|       |       |       |          |       |      | 67580149913323639|                   |  9959331|            |               |                   |        |S09V004921|                |                 |                     | 14.99147109535|-33.68053394466
0.3132|014.9965382308104|-33.6815599819311|014.99653537336|-33.68155947082|5027219156513953152| 0.2807| 0.1380|  -0.5690| 0.3754|    0.547|   -0.535| 0.366|    0.115| 0.220|  1.011|       244.00925| 5.5012e-01|19.718851| 1.1017e+02| 3.9038e+00|20.233364| 1.8202e+02| 4.0451e+00|19.097591| 1.135773|       |     |        |         |0|0|0|0|0|0|0|0|0|0|0|       |       |       |          |       |      | 67580149965482398|                   |  9959293|            |               |                   |        |S09V004920|                |                 |                     | 14.99653822959|-33.68155998154
0.3137|014.9986498337000|-33.6844816398500|014.99864983370|-33.68448163985|5027219160809469440| 2.8829| 4.1708|         |       |         |         |      |         |      |       |        68.51483| 1.1428e+00|21.097906| 4.6049e+01| 5.4581e+00|21.180490| 5.5270e+01| 8.2702e+00|20.391680| 0.788811|       |     |        |         |0|0|0|0|0|0|0|0|0|0|0|       |       |       |          |       |      | 67570149986808908|                   |         |            |               |                   |        |S09V004837|                |                 |                     | 14.99864983370|-33.68448163985
0.3227|014.9929182437127|-33.6909195946077|014.99292340905|-33.69092285683|5027219160808111872| 0.4126| 0.2061|  -0.3808| 0.5240|    1.214|    0.967| 0.457|   -0.734| 0.328|  1.006|       148.06612| 4.8241e-01|20.261229| 7.7868e+01| 5.4162e+00|20.610138| 1.0407e+02| 3.8817e+00|19.704573| 0.905565|       |     |        |         |0|0|0|0|0|0|0|0|0|0|0|       |       |       |          |       |      | 67570149929221183|                   |  9959287|            |               |                   |        |          |                |                 |                     | 14.99291824565|-33.69091959281
0.3497|014.9863338582600|-33.6827864796711|014.98633680655|-33.68278516856|5027219366968995072| 0.3913| 0.1807|  -0.1018| 0.5185|    0.626|    0.552| 0.518|    0.295| 0.324|  0.957|       199.16772| 5.9725e-01|19.939320| 3.1362e+02| 1.2219e+02|19.097525| 2.6290e+02| 7.4394e+01|18.698421| 0.399103|       |     |        |         |0|0|0|0|0|0|0|0|0|0|0|       |       |       |          |       |      |                  |                   |         |            |               |                   |        |S09V004875|                |                 |                     | 14.98633385836|-33.68278647881
0.3547|014.9945829050895|-33.6912058950333|014.99458421913|-33.69120696170|5027219160810566528| 0.3302| 0.1749|   0.4922| 0.4387|    0.344|    0.246| 0.388|   -0.240| 0.273|  0.967|       179.22657| 5.0993e-01|20.053862| 9.9075e+01| 3.7459e+00|20.348637| 1.1042e+02| 3.8397e+00|19.640268| 0.708368|       |     |        |         |1|0|0|0|0|0|0|0|0|0|0|       |       |       |          |       |      | 67570149946080823|                   |         |            |               |                   |        |          |                |                 |                     | 14.99458290521|-33.69120589376
0.3549|014.9987744817993|-33.6883382990544|014.99877286334|-33.68833789461|5027219156513931264| 0.4827| 0.2067|   0.7598| 0.5620|    0.316|   -0.303| 0.500|    0.091| 0.339|  1.037|       163.32461| 5.0189e-01|20.154737| 8.1101e+01| 4.5486e+00|20.565971| 1.0170e+02| 3.4421e+00|19.729540| 0.836432|       |     |        |         |1|0|0|0|0|0|0|0|0|0|0|       |       |       |          |       |      | 67570149987974277|                   |         |            |               |                   |        |          |                |                 |                     | 14.99877448086|-33.68833829907
0.3703|014.9984898415136|-33.6819171856788|014.99849302478|-33.68191977679|5027219160808108544| 0.3942| 0.1774|   0.2126| 0.4827|    0.833|    0.596| 0.448|   -0.583| 0.294|  0.999|       181.21683| 8.8994e-01|20.041870| 1.0619e+02| 4.3014e+00|20.273357| 1.1398e+02| 3.5673e+00|19.605808| 0.667549|       |     |        |         |1|0|0|0|0|0|1|0|0|0|0|       |       |       |          |       |      | 67580149985191963|                   |  9959294|            |               |                   |        |S09V012740|                |                 |                     | 14.99848984179|-33.68191718717
0.3731|014.9859786732597|-33.6825169904489|014.98597887088|-33.68251786156|5027219366966535296| 0.0732| 0.0350|   0.0865| 0.0947|    0.200|    0.037| 0.075|   -0.196| 0.054|  0.980|      1870.78194| 1.1242e+00|17.507309| 7.6801e+02| 6.2561e+00|18.125128| 1.6426e+03| 7.4226e+00|16.709078| 1.416050|       |     |        |         |0|0|0|1|0|0|0|0|1|1|0| 4385.1| 4.2382|-1.1677| 1731.4701| 0.2450|      | 67580149860061250|                   |  9959288|            |               |J005956.63-334057.1|        |S09V004875|                |00595664-3340570 |                     | 14.98597867271|-33.68251698929
0.3892|015.0000270358700|-33.6872448572300|015.00002703587|-33.68724485723|5027219160809090560| 2.8969| 0.7848|         |       |         |         |      |         |      |       |        76.23424| 6.9266e-01|20.981991| 5.2049e+01| 5.8921e+00|21.047520| 5.1593e+01| 5.8497e+00|20.466417| 0.581102|       |     |        |         |0|0|0|0|0|0|0|0|0|0|0|       |       |       |          |       |      | 67570150000425570|                   |         |            |               |                   |        |S09V004750|                |                 |                     | 15.00002703587|-33.68724485723
0.4063|014.9927371620667|-33.6923260913289|014.99273972074|-33.69232412244|5027219160809471104| 1.8510| 0.6338|  -0.1872| 2.8241|    0.653|    0.479| 1.399|    0.443| 1.189|  1.020|        82.83752| 7.0839e-01|20.891800| 4.3490e+01| 4.6085e+00|21.242563| 5.3692e+01| 4.7816e+00|20.423124| 0.819439|       |     |        |         |0|0|0|0|0|0|0|0|0|0|0|       |       |       |          |       |      | 67560149927679479|                   |  9959276|            |               |                   |        |S09V012708|                |                 |                     | 14.99273716092|-33.69232609175
0.4159|014.9950622972372|-33.6789597217833|014.99506379268|-33.67895974845|5027219362672388736| 0.4012| 0.1805|   0.1939| 0.5080|    0.280|    0.280| 0.425|   -0.006| 0.294|  0.991|       172.11334| 5.1404e-01|20.097830| 1.0732e+02| 3.9430e+00|20.261879| 8.3577e+01| 4.4399e+00|19.942684| 0.319195|       |     |        |         |1|0|0|0|0|0|0|0|0|0|0|       |       |       |          |       |      | 67580149950975531|                   |         |            |               |                   |        |S09V004967|                |                 |                     | 14.99506229659|-33.67895972175
0.4173|014.9864452062500|-33.6807620813700|014.98644520625|-33.68076208137|5027219366967523712| 5.5717| 1.4872|         |       |         |         |      |         |      |       |        64.44664| 1.3635e+00|21.164366| 5.6062e+01| 1.3778e+01|20.966879| 4.2807e+01| 1.0696e+01|20.669100| 0.297779|       |     |        |         |0|0|0|0|0|0|0|0|0|0|0|       |       |       |          |       |      | 67580149864583370|                   |         |            |               |                   |        |          |                |                 |                     | 14.98644520625|-33.68076208137
0.4297|015.0002673033259|-33.6824717336011|015.00026830745|-33.68247294249|5027219156513949440| 0.1202| 0.0626|   0.0206| 0.1604|    0.331|    0.188| 0.130|   -0.272| 0.095|  0.965|       737.79178| 7.7581e-01|18.517532| 3.3259e+02| 4.3679e+00|19.033783| 5.9183e+02| 3.9273e+00|17.817400| 1.216383|       |     |        |         |0|0|0|0|0|0|0|0|1|0|0| 4594.2| 4.8602|-1.5433| 1482.8070| 0.0077|      | 67580150003051304|                   |  9959295|            |               |J010000.06-334056.8|        |S09V004887|                |                 |                     | 15.00026730206|-33.68247173183
0.4483|014.9891107121591|-33.6924761781089|014.98911324947|-33.69247624922|5027219156513918464| 0.3277| 0.1691|   1.0043| 0.4734|    0.475|    0.475| 0.364|   -0.016| 0.263|  1.035|       184.67637| 1.8324e+00|20.021339| 1.1496e+02| 6.2866e+00|20.187206| 1.0824e+02| 5.2210e+00|19.661943| 0.525263|       |     |        |         |1|0|0|0|0|0|1|0|0|0|0|       |       |       |          |       |      | 67560149891509337|                   |         |            |               |                   |        |S09V004612|                |                 |                     | 14.98911071452|-33.69247617635
